school_name,student_id,grade,term_code,bellPeriod1_absences,bellPeriod2_absences,bellPeriod3_absences,bellPeriod4_absences,bellPeriod5_absences,bellPeriod6_absences,total_absences,bellPeriod1_markbook_mark,bellPeriod2_markbook_mark,bellPeriod3_markbook_mark,bellPeriod4_markbook_mark,bellPeriod5_markbook_mark,bellPeriod6_markbook_mark
Hope High School,P91NV9CO1,10,Semester 1 Final,3,4,3,2,3,3,18,B,A,A,A,A,A
Hope High School,6U4E0Z8IS,10,Semester 1 Final,6,6,5,4,5,5,31,C,B,C,C,D,C
Hope High School,3ZB8LE28J,10,Semester 1 Final,17,20,16,23,16,21,113,A,A,C,D,D,
Hope High School,1Z5I2HK4K,10,Semester 1 Final,1,1,1,2,3,1,9,C,B,A,B,B,A
Hope High School,2N8G15HTK,10,Semester 1 Final,5,7,3,4,10,2,31,C,C,D,C,B,B
Hope High School,YXSA5855M,10,Semester 1 Final,12,7,12,11,17,18,77,B,B,B,B,A,B
Hope High School,48IS5BQT7,10,Semester 1 Final,4,6,2,4,6,3,25,D,C,A,D,C,B
Hope High School,8K21WOSU9,10,Semester 1 Final,25,18,10,12,14,16,95,B,F,C,D,C,F
Hope High School,40HP29LYG,10,Semester 1 Final,10,9,8,10,9,9,55,B,C,B,C,A,A
Hope High School,D6PLL2P14,10,Semester 1 Final,13,2,2,2,4,6,29,C,C,D,A,A,C
Hope High School,W50ZRG20A,10,Semester 1 Final,1,0,0,0,0,0,1,A,A,C,A,A,A
Hope High School,2PELD431B,10,Semester 1 Final,12,5,5,5,7,9,43,A,B,A,A,A,A
Hope High School,0IW449SMI,10,Semester 1 Final,21,8,6,15,8,9,67,D,B,F,D,F,B
Hope High School,1DK1WK74Y,10,Semester 1 Final,3,2,4,2,6,4,21,F,F,F,A,D,F
Hope High School,4RBF5I8I2,10,Semester 1 Final,16,10,17,13,17,14,87,B,D,C,B,B,D
Hope High School,B63WDU22M,10,Semester 1 Final,4,2,2,3,4,7,22,A,A,A,A,A,A
Hope High School,W0WP17Z3O,10,Semester 1 Final,15,13,20,13,11,11,83,C,D,F,C,B,C
Hope High School,0S5YE5MZ2,10,Semester 1 Final,12,11,13,10,14,12,72,A,B,B,B,A,
Hope High School,909LO7GAM,10,Semester 1 Final,1,1,1,1,2,2,8,A,A,A,B,A,A
Hope High School,P783CY0IV,10,Semester 1 Final,19,16,10,16,14,16,91,B,C,A,A,D,C
Hope High School,JNB64IH69,10,Semester 1 Final,43,33,24,26,18,23,167,C,F,F,C,D,F
Hope High School,13TEP4LF9,10,Semester 1 Final,28,15,15,16,17,16,107,D,D,A,A,B,C
Hope High School,4D1XL2NE7,10,Semester 1 Final,10,7,5,5,4,7,38,A,B,B,A,A,A
Hope High School,KPO4435IU,10,Semester 1 Final,12,11,19,17,14,27,100,F,A,F,D,B,C
Hope High School,W41NURG84,10,Semester 1 Final,21,9,10,12,14,8,74,B,A,B,A,C,D
Hope High School,8IES42D3E,10,Semester 1 Final,2,1,1,1,1,4,10,A,C,A,A,A,A
Hope High School,5A1SM39DA,10,Semester 1 Final,29,7,6,12,9,20,83,C,B,D,D,A,C
Hope High School,Y007BV0XR,10,Semester 1 Final,3,5,4,4,5,5,26,A,C,F,D,A,A
Hope High School,3M1MR1HE0,10,Semester 1 Final,8,7,7,8,8,12,50,D,D,C,C,C,A
Hope High School,6JK0C08XK,10,Semester 1 Final,3,4,4,4,4,4,23,D,C,C,C,D,C
Hope High School,9OJ9G5PQ4,10,Semester 1 Final,7,6,6,7,8,8,42,A,B,A,A,A,A
Hope High School,OC63Z5X9D,10,Semester 1 Final,17,12,11,15,16,22,93,B,A,B,B,A,B
Hope High School,4BLPQ24D9,10,Semester 1 Final,8,9,11,10,10,15,63,A,A,A,A,A,A
Hope High School,4J51P4AOE,10,Semester 1 Final,6,5,4,6,6,15,42,B,A,B,A,A,A
Hope High School,2GYTT20G6,10,Semester 1 Final,9,7,8,11,14,14,63,F,B,D,B,B,C
Hope High School,WTA007MC5,10,Semester 1 Final,16,15,14,12,13,22,92,D,D,F,D,B,C
Hope High School,17P1HV4EH,10,Semester 1 Final,11,10,9,10,9,10,59,B,C,C,F,C,D
Hope High School,16FCR7US4,10,Semester 1 Final,8,2,4,3,3,3,23,A,D,A,B,A,B
Hope High School,J8KSJ82L3,10,Semester 1 Final,32,16,14,12,14,13,101,F,F,F,B,A,F
Hope High School,H4IZ0D58U,10,Semester 1 Final,3,1,2,2,3,4,15,B,C,A,C,A,B
Hope High School,4YXJK2S52,10,Semester 1 Final,20,11,9,14,13,16,83,A,B,D,A,C,A
Hope High School,643FGR8TF,10,Semester 1 Final,21,17,17,19,21,21,116,C,A,A,A,D,D
Hope High School,L12LJ3A5K,10,Semester 1 Final,4,7,8,7,6,6,38,A,A,B,A,A,A
Hope High School,YFN485SY6,10,Semester 1 Final,21,10,9,7,9,9,65,C,A,C,D,B,C
Hope High School,19U96JIBZ,10,Semester 1 Final,17,11,10,8,7,16,69,F,B,F,F,F,D
Hope High School,KG9T297NN,10,Semester 1 Final,22,7,8,8,10,10,65,A,A,C,B,B,A
Hope High School,M08MK4JR1,10,Semester 1 Final,5,2,8,2,3,3,23,C,C,C,A,C,D
Hope High School,91K7LLZL1,10,Semester 1 Final,37,9,7,5,4,6,68,D,D,D,C,A,B
Hope High School,DZ43XY78V,10,Semester 1 Final,29,11,12,9,11,16,88,F,B,C,D,C,C
Hope High School,8L1LSW97G,10,Semester 1 Final,35,16,17,18,20,24,130,C,D,C,A,C,D
Hope High School,R4RXLU222,10,Semester 1 Final,4,7,10,8,12,13,54,A,A,B,A,B,A
Hope High School,58ZKUJ8Q5,10,Semester 1 Final,20,8,11,10,13,15,77,C,A,A,A,B,A
Hope High School,FN0MJI818,10,Semester 1 Final,20,13,8,12,11,16,80,F,F,D,D,D,F
Hope High School,9UH3O28KB,10,Semester 1 Final,18,17,17,16,16,17,101,C,D,F,D,F,A
Hope High School,U6NPBI604,10,Semester 1 Final,7,9,9,9,10,11,55,C,B,B,D,D,D
Hope High School,NI94C7NL0,10,Semester 1 Final,27,11,11,12,12,16,89,C,B,A,A,A,A
Hope High School,776SJ9LKJ,10,Semester 1 Final,13,5,4,4,4,6,36,A,B,B,A,B,A
Hope High School,TM6EB39G4,10,Semester 1 Final,35,12,11,11,14,14,97,B,C,C,B,A,C
Hope High School,72MSRSU92,10,Semester 1 Final,26,23,21,22,24,27,143,D,F,F,F,C,B
Hope High School,NG85LE8Z4,10,Semester 1 Final,34,40,24,20,36,24,178,B,C,B,C,D,C
Hope High School,ZVNO134C1,10,Semester 1 Final,4,4,5,4,4,4,25,C,D,A,B,B,A
Hope High School,42VW98PAG,10,Semester 1 Final,12,11,11,13,11,15,73,D,B,B,A,D,D
Hope High School,2Z43NYEF0,10,Semester 1 Final,9,5,5,5,5,5,34,A,D,C,C,A,B
Hope High School,6K9H3HP8O,10,Semester 1 Final,3,0,4,0,5,1,13,B,B,B,C,F,D
Hope High School,VW04AN4R8,10,Semester 1 Final,2,3,3,4,5,4,21,A,B,B,A,B,B
Hope High School,2H159FVVC,10,Semester 1 Final,3,0,0,2,0,5,10,C,D,C,B,A,F
Hope High School,G50YDE1L5,10,Semester 1 Final,22,13,4,4,5,7,55,A,F,A,A,A,A
Hope High School,E0O48NG7X,10,Semester 1 Final,36,19,29,13,17,14,128,D,C,F,A,B,A
Hope High School,D9J5D9UM4,10,Semester 1 Final,16,9,10,11,10,13,69,C,D,C,A,D,B
Hope High School,RQSD253I2,10,Semester 1 Final,9,7,5,7,10,10,48,B,B,C,B,A,A
Hope High School,I92REII21,10,Semester 1 Final,4,2,4,1,1,1,13,F,,F,F,F,B
Hope High School,UI6B28R0Z,10,Semester 1 Final,8,9,7,14,8,10,56,C,B,D,C,B,C
Hope High School,2DQ2R0F0D,10,Semester 1 Final,12,8,9,8,10,11,58,C,A,C,D,B,A
Hope High School,8YSA90V7I,10,Semester 1 Final,9,3,7,8,12,13,52,A,A,A,A,A,A
Hope High School,E87HC60YO,10,Semester 1 Final,6,3,2,3,3,6,23,B,C,B,B,A,A
Hope High School,ZM3178XUD,10,Semester 1 Final,16,10,11,9,13,15,74,C,D,D,C,C,D
Hope High School,UQ3PK6B36,10,Semester 1 Final,6,12,3,11,5,9,46,A,A,B,A,A,B
Hope High School,1A4BE5S8A,10,Semester 1 Final,15,8,11,9,12,12,67,C,B,B,F,B,B
Hope High School,VU4AMN830,10,Semester 1 Final,16,19,16,16,16,19,102,A,A,A,A,A,A
Hope High School,9UBTVN501,10,Semester 1 Final,4,5,4,4,4,4,25,A,A,A,B,A,B
Hope High School,4JPF4WI59,10,Semester 1 Final,9,5,6,6,5,8,39,A,B,A,D,C,C
Hope High School,A7A3B8AN1,10,Semester 1 Final,42,37,31,31,27,31,199,D,D,D,B,B,F
Hope High School,P3OSY7H38,10,Semester 1 Final,2,0,0,0,2,0,4,A,A,B,B,A,A
Hope High School,XT9TC8R09,10,Semester 1 Final,35,14,11,20,23,23,126,C,C,C,C,F,C
Hope High School,3CEQN495Y,10,Semester 1 Final,12,4,8,4,12,8,48,B,C,D,B,C,D
Hope High School,GP68WJ81W,10,Semester 1 Final,12,5,3,4,5,5,34,C,B,C,A,B,D
Hope High School,A08IXW98K,10,Semester 1 Final,20,13,10,7,7,6,63,A,D,B,B,B,C
Hope High School,13NWKJ6L0,10,Semester 1 Final,33,20,17,14,15,8,107,B,B,A,D,C,C
Hope High School,JDT3V4S09,10,Semester 1 Final,31,27,37,17,22,19,153,D,C,F,F,F,C
Hope High School,92Z0SF1FY,10,Semester 1 Final,49,26,27,29,28,28,187,F,A,D,D,C,D
Hope High School,4RI13HP3J,10,Semester 1 Final,3,2,2,3,3,3,16,B,B,A,A,B,A
Hope High School,H8ZJV67X3,10,Semester 1 Final,42,23,22,17,19,17,140,B,C,A,B,B,A
Hope High School,2KD3J0YN4,10,Semester 1 Final,12,8,8,6,6,7,47,A,A,A,B,A,A
Hope High School,05QJVXW67,10,Semester 1 Final,16,9,14,11,12,13,75,F,B,D,D,A,D
Hope High School,VT5450CAD,10,Semester 1 Final,11,6,6,5,5,6,39,C,F,C,F,B,B
Hope High School,8RY7I0XN7,10,Semester 1 Final,9,6,7,11,10,10,53,D,A,A,D,B,A
Hope High School,N13VVRV71,10,Semester 1 Final,22,12,10,10,15,10,79,D,F,F,C,C,D
Hope High School,I1H2EFT95,10,Semester 1 Final,29,24,25,17,21,22,138,C,A,D,B,C,A
Hope High School,8MN1IMM10,10,Semester 1 Final,1,7,2,1,2,4,17,D,A,A,C,C,A
Hope High School,YT50H79EV,10,Semester 1 Final,26,11,10,16,18,19,100,F,F,F,B,F,F
Hope High School,90I9EUZ7A,10,Semester 1 Final,54,44,42,41,44,45,270,D,F,B,B,F,F
Hope High School,QV34G9M0G,10,Semester 1 Final,8,8,6,6,7,8,43,B,C,D,F,C,D
Hope High School,N5JBFV741,10,Semester 1 Final,5,5,5,5,7,6,33,C,B,A,B,D,A
Hope High School,A0P34GOB5,10,Semester 1 Final,29,20,31,16,25,21,142,B,A,D,D,D,F
Hope High School,04D4CJPD1,10,Semester 1 Final,10,8,10,9,15,14,66,C,C,A,C,D,D
Hope High School,8MW0JF69P,10,Semester 1 Final,9,9,11,10,13,14,66,A,A,B,A,A,A
Hope High School,61JHVEZ61,10,Semester 1 Final,5,5,2,4,5,4,25,B,A,A,F,B,A
Hope High School,2BG9FU49P,10,Semester 1 Final,0,0,0,0,0,1,1,D,A,A,D,B,C
Hope High School,HI4D6S63J,10,Semester 1 Final,11,7,4,6,4,4,36,C,B,A,D,C,B
Hope High School,AFYQ5728J,10,Semester 1 Final,57,40,24,25,24,20,190,F,D,F,B,F,D
Hope High School,2I598KFTE,10,Semester 1 Final,6,5,5,6,6,9,37,A,A,A,A,A,B
Hope High School,WAY5P458I,10,Semester 1 Final,7,7,7,7,7,6,41,C,C,C,B,C,A
Hope High School,7EHP9I39O,10,Semester 1 Final,9,5,14,8,8,7,51,D,B,B,B,A,B
Hope High School,Q7G31CSN9,10,Semester 1 Final,38,15,17,14,16,23,123,D,B,D,A,B,B
Hope High School,A26T7WMS2,10,Semester 1 Final,44,19,22,17,15,17,134,F,B,F,D,F,D
Hope High School,1E927EZFT,10,Semester 1 Final,13,11,12,9,15,16,76,D,B,D,D,C,C
Hope High School,J8C544LTT,10,Semester 1 Final,21,5,7,7,6,7,53,C,C,C,A,A,B
Hope High School,BV248R0FS,10,Semester 1 Final,10,4,3,2,3,3,25,A,A,C,C,B,A
Hope High School,U6314YVAR,10,Semester 1 Final,10,2,2,2,5,6,27,C,C,A,B,B,A
Hope High School,1QNTR1C41,10,Semester 1 Final,7,4,5,4,6,5,31,B,B,A,A,A,B
Hope High School,CV00H3I7N,10,Semester 1 Final,28,9,6,12,15,11,81,D,D,C,C,C,B
Hope High School,1LSG1K6Y8,10,Semester 1 Final,33,9,9,10,8,12,81,C,D,C,B,C,C
Hope High School,FU95Q9MN0,10,Semester 1 Final,22,6,11,11,7,12,69,B,B,B,A,C,A
Hope High School,CCZ064UP5,10,Semester 1 Final,20,17,12,7,6,9,71,D,F,B,C,F,C
Hope High School,98HQTI41P,10,Semester 1 Final,0,0,1,5,1,3,10,B,B,B,A,C,C
Hope High School,27N9WWW6A,10,Semester 1 Final,13,6,8,10,15,16,68,A,A,D,B,C,B
Hope High School,WI743L3XQ,10,Semester 1 Final,24,17,18,21,15,24,119,F,F,F,C,D,F
Hope High School,NFV20YJ40,10,Semester 1 Final,11,12,12,14,17,18,84,D,B,A,C,C,D
Hope High School,QK36O22RZ,10,Semester 1 Final,11,7,8,14,7,9,56,C,D,D,C,B,D
Hope High School,44H0E5MAP,10,Semester 1 Final,9,6,7,6,8,10,46,A,B,B,C,B,
Hope High School,6O42CDSJ3,10,Semester 1 Final,4,6,11,9,8,8,46,A,B,B,B,A,A
Hope High School,X0A5Q13SH,10,Semester 1 Final,24,9,11,13,12,13,82,B,B,C,D,F,B
Hope High School,FJ37TEC10,10,Semester 1 Final,11,10,13,4,4,7,49,B,F,A,B,A,A
Hope High School,05S2EFAU5,10,Semester 1 Final,8,4,4,3,4,6,29,C,D,B,A,B,A
Hope High School,91UV2K6YZ,10,Semester 1 Final,13,5,7,7,8,8,48,C,A,B,B,C,A
Hope High School,KJ5K49YA1,10,Semester 1 Final,17,17,17,14,15,16,96,D,D,D,D,A,C
Hope High School,K79LL1AY6,10,Semester 1 Final,15,19,13,13,14,19,93,D,D,F,B,A,F
Hope High School,8S9CH4M1Y,10,Semester 1 Final,3,2,5,2,2,4,18,A,A,A,A,B,B
Hope High School,7PQC33B6O,10,Semester 1 Final,4,5,5,4,4,6,28,A,B,D,D,D,D
Hope High School,3FBG42B8D,10,Semester 1 Final,6,4,4,4,11,6,35,F,B,D,B,A,B
Hope High School,8LVA863HR,10,Semester 1 Final,2,3,3,2,2,2,14,A,A,B,B,B,A
Hope High School,JWB0UJ967,10,Semester 1 Final,67,29,27,29,21,25,198,F,F,F,D,F,B
Hope High School,G05AN6R7R,10,Semester 1 Final,5,4,3,4,8,8,32,C,D,C,F,B,B
Hope High School,XO011S2UT,10,Semester 1 Final,31,21,20,21,23,21,137,F,C,D,C,C,B
Hope High School,I0S3RE10J,10,Semester 1 Final,24,35,18,26,36,22,161,F,F,F,D,F,F
Hope High School,GJ876PJ3Z,10,Semester 1 Final,34,17,23,23,29,20,146,C,C,F,C,D,C
Hope High School,7XLWFS252,10,Semester 1 Final,9,6,7,9,4,4,39,A,C,A,B,C,A
Hope High School,FP181OY4G,10,Semester 1 Final,6,5,6,8,8,9,42,A,A,A,B,B,B
Hope High School,X3NK49JN6,10,Semester 1 Final,19,21,24,20,20,24,128,B,B,B,F,D,F
Hope High School,2T5QP9GG2,10,Semester 1 Final,13,3,2,3,6,3,30,A,C,C,A,C,B
Hope High School,25KKQ4F0G,10,Semester 1 Final,4,1,3,5,7,8,28,A,C,A,A,A,A
Hope High School,45A6DN0BV,10,Semester 1 Final,5,3,3,3,4,4,22,A,B,A,B,B,C
Hope High School,K1R34RWG6,10,Semester 1 Final,4,4,2,3,3,3,19,A,A,B,A,A,
Hope High School,5M77EOV6W,10,Semester 1 Final,43,35,36,29,51,35,229,D,D,C,F,D,F
Hope High School,VD10G9KA0,10,Semester 1 Final,5,3,6,5,6,6,31,D,B,B,D,D,D
Hope High School,GV026WLG9,10,Semester 1 Final,14,6,6,6,6,10,48,C,D,A,D,C,C
Hope High School,CFJO5M038,10,Semester 1 Final,19,9,9,9,10,10,66,B,B,C,B,C,B
Hope High School,X3S1W4RO6,10,Semester 1 Final,19,4,3,3,3,5,37,C,C,B,D,D,D
Hope High School,05ULTV9S8,10,Semester 1 Final,13,7,11,13,15,17,76,A,A,A,A,A,A
Hope High School,9WKJ43YS0,10,Semester 1 Final,23,5,5,5,10,9,57,C,B,B,A,A,C
Hope High School,V29O9SC7C,10,Semester 1 Final,5,1,5,1,2,5,19,A,D,B,B,B,A
Hope High School,0F70WCIT6,10,Semester 1 Final,19,18,16,25,24,29,131,C,B,D,A,D,B
Hope High School,T6AN16J1Z,10,Semester 1 Final,3,5,4,5,5,6,28,A,A,A,B,A,A
Hope High School,71YM2XUD9,10,Semester 1 Final,4,5,6,6,8,8,37,A,A,B,A,A,A
Hope High School,1J3L32IMW,10,Semester 1 Final,21,22,19,21,16,23,122,F,,D,F,F,F
Hope High School,1V39XT8GL,10,Semester 1 Final,1,3,1,2,1,10,18,C,A,A,C,A,B
Hope High School,Y1AH4J39K,10,Semester 1 Final,4,5,9,8,6,10,42,B,A,C,B,C,D
Hope High School,3TR7IP0K7,10,Semester 1 Final,16,5,7,7,8,17,60,B,C,C,A,D,B
Hope High School,NF6JF966E,10,Semester 1 Final,29,21,14,12,27,29,132,F,C,A,C,D,
Hope High School,PCPT436S4,10,Semester 1 Final,8,7,6,6,7,6,40,C,F,B,C,C,F
Hope High School,0I42P8VQQ,10,Semester 1 Final,48,28,22,18,18,19,153,A,A,D,D,A,D
Hope High School,2JBM9L83T,10,Semester 1 Final,53,37,32,31,29,31,213,F,C,C,F,F,D
Hope High School,6DRU2EJ49,10,Semester 1 Final,1,3,1,1,2,1,9,A,A,A,A,A,A
Hope High School,03JYE57ZZ,10,Semester 1 Final,21,16,15,13,13,24,102,D,C,B,F,D,F
Hope High School,GIP4824EH,10,Semester 1 Final,3,2,2,4,8,5,24,F,F,F,F,F,F
Hope High School,H8K98S9WG,10,Semester 1 Final,22,12,15,13,16,15,93,D,C,D,F,F,C
Hope High School,P7FWT5T63,10,Semester 1 Final,24,5,12,5,18,11,75,D,A,B,C,A,A
Hope High School,S9C26B9AT,10,Semester 1 Final,16,15,15,17,16,18,97,B,B,C,F,B,A
Hope High School,X6OLF70S4,10,Semester 1 Final,10,2,11,10,3,12,48,C,B,B,D,C,B
Hope High School,3WRPAN659,10,Semester 1 Final,48,18,19,20,26,28,159,C,D,D,C,D,
Hope High School,3MSTH98W1,10,Semester 1 Final,12,9,5,4,10,5,45,D,F,A,F,F,D
Hope High School,I88GA59IS,10,Semester 1 Final,57,32,25,31,19,24,188,F,A,F,D,B,F
Hope High School,2US99WR2H,10,Semester 1 Final,23,31,22,25,28,33,162,C,D,A,A,B,C
Hope High School,74TS3WD6A,10,Semester 1 Final,11,12,9,10,15,15,72,D,C,D,C,B,D
Hope High School,NCFF4606U,10,Semester 1 Final,35,20,18,16,23,25,137,B,F,D,A,C,A
Hope High School,H1NJT5B02,10,Semester 1 Final,2,2,2,4,5,7,22,B,C,A,A,C,B
Hope High School,57GEE9ZV5,10,Semester 1 Final,33,8,5,5,5,4,60,D,C,C,B,A,B
Hope High School,E8BOG40E5,10,Semester 1 Final,33,9,7,7,8,7,71,A,D,A,C,B,D
Hope High School,X75QHDV95,10,Semester 1 Final,19,18,16,13,27,13,106,D,C,D,C,D,C
Hope High School,1M86YMF8W,10,Semester 1 Final,10,9,10,14,15,16,74,A,D,C,B,B,B
Hope High School,RX7KF1M63,10,Semester 1 Final,1,0,0,0,1,1,3,C,B,C,A,C,C
Hope High School,5Z19CHK2J,10,Semester 1 Final,12,10,11,11,11,13,68,B,C,D,C,B,D
Hope High School,K8SYI156Z,10,Semester 1 Final,29,23,11,18,17,13,111,C,C,B,D,C,C
Hope High School,8O705LAVL,10,Semester 1 Final,10,5,5,5,8,6,39,B,D,A,C,A,C
Hope High School,3SPBU91Y7,10,Semester 1 Final,5,3,2,3,5,7,25,B,B,A,A,A,C
Hope High School,3B30JU4BW,10,Semester 1 Final,5,2,3,3,4,3,20,C,B,A,A,B,A
Hope High School,4CI52KA7L,10,Semester 1 Final,18,3,4,12,9,6,52,A,D,B,C,B,B
Hope High School,5YSHA633D,10,Semester 1 Final,3,3,4,3,3,2,18,A,A,A,B,C,A
Hope High School,36PZOO0X7,10,Semester 1 Final,16,6,9,7,8,9,55,C,B,A,A,C,A
Hope High School,2CXO7AJ43,10,Semester 1 Final,18,21,20,20,21,22,122,D,F,F,C,F,D
Hope High School,P5J3P9RL3,10,Semester 1 Final,29,13,13,14,16,20,105,B,C,B,B,D,A
Hope High School,6U4CL5BV4,10,Semester 1 Final,3,3,3,6,5,7,27,B,B,A,B,B,B
Hope High School,H521SCP8C,10,Semester 1 Final,7,10,11,12,10,11,61,A,C,A,B,A,A
Hope High School,0N9NXV73J,10,Semester 1 Final,0,0,1,2,2,2,7,B,A,C,B,A,A
Hope High School,NO52I9L1H,10,Semester 1 Final,3,2,2,3,3,3,16,B,A,A,A,A,A
Hope High School,JEGH9K358,10,Semester 1 Final,31,25,24,37,22,25,164,B,D,D,B,D,D
Hope High School,SI1HQ582Q,10,Semester 1 Final,23,2,2,5,1,7,40,C,C,B,D,B,C
Hope High School,J9F8T13AK,10,Semester 1 Final,6,3,4,3,3,3,22,A,A,C,C,B,A
Hope High School,5FPRD492C,10,Semester 1 Final,3,4,5,3,4,6,25,A,C,A,A,B,B
Hope High School,FH8467GZE,10,Semester 1 Final,47,14,14,15,18,15,123,F,C,C,B,C,C
Hope High School,XC7Z1F61R,10,Semester 1 Final,8,3,4,6,7,5,33,C,C,C,C,A,D
Hope High School,LV4BY60U6,10,Semester 1 Final,10,10,12,11,11,12,66,C,F,D,D,D,D
Hope High School,83XN5ZIC7,10,Semester 1 Final,6,2,9,2,2,6,27,C,C,A,B,B,B
Hope High School,K4LE8B6L0,10,Semester 1 Final,12,12,14,14,13,13,78,A,A,A,A,B,C
Hope High School,I514UFH0V,10,Semester 1 Final,50,16,10,8,8,8,100,F,B,B,A,B,B
Hope High School,KO61BW29X,10,Semester 1 Final,12,6,8,10,13,14,63,F,D,A,F,F,D
Hope High School,0HNVW8N97,10,Semester 1 Final,5,6,5,5,7,7,35,A,A,A,A,A,A
Hope High School,JY1D2O5C0,10,Semester 1 Final,9,7,9,7,8,8,48,F,C,A,B,B,D
Hope High School,K028GM2CH,10,Semester 1 Final,2,2,1,1,1,1,8,D,C,C,B,A,C
Hope High School,ML7513VLN,10,Semester 1 Final,11,5,5,5,8,6,40,F,A,F,D,A,B
Hope High School,489GPZX5H,10,Semester 1 Final,1,4,3,3,2,4,17,B,B,B,A,A,A
Hope High School,3OX7GG69F,10,Semester 1 Final,5,6,6,6,6,6,35,B,A,C,B,A,A
Hope High School,QXZ3C53B1,10,Semester 1 Final,38,9,16,13,13,12,101,D,D,D,B,B,F
Hope High School,I5BVL986I,10,Semester 1 Final,17,10,11,11,14,14,77,B,C,B,D,F,C
Hope High School,N719MA5KD,10,Semester 1 Final,3,4,5,3,4,3,22,B,F,A,B,D,B
Hope High School,Y4L491MCI,10,Semester 1 Final,22,12,12,18,13,12,89,D,B,F,F,F,F
Hope High School,QJM7F16U3,10,Semester 1 Final,1,1,2,2,1,4,11,A,A,B,B,A,A
Hope High School,132LSO2CH,10,Semester 1 Final,3,2,2,3,2,1,13,A,A,C,A,A,A
Hope High School,49AYG0N0K,10,Semester 1 Final,13,6,7,6,9,8,49,C,C,C,A,A,B
Hope High School,804GT2QDL,10,Semester 1 Final,12,8,12,13,17,19,81,A,B,B,C,C,C
Hope High School,MS2U38HK7,10,Semester 1 Final,9,5,4,8,9,8,43,C,C,C,A,B,B
Hope High School,D6PV62V7C,10,Semester 1 Final,17,10,5,5,4,8,49,D,D,A,C,A,C
Hope High School,69S2BQDO1,10,Semester 1 Final,3,3,3,5,7,4,25,A,A,A,A,A,A
Hope High School,4SU72TIP1,10,Semester 1 Final,19,5,7,5,6,7,49,A,A,A,A,A,A
Hope High School,4L51C9JEX,10,Semester 1 Final,15,9,10,14,15,15,78,A,D,A,D,B,A
Hope High School,P68F8AY2V,10,Semester 1 Final,8,9,6,9,9,11,52,B,C,C,D,B,D
Hope High School,JV1DL218A,10,Semester 1 Final,3,2,2,3,5,7,22,D,C,A,A,B,C
Hope High School,7T1TZT1M5,10,Semester 1 Final,15,7,2,7,5,8,44,C,C,D,B,A,C
Hope High School,78UDYX30C,10,Semester 1 Final,8,3,5,5,4,5,30,B,A,B,A,A,B
Hope High School,DYRA0081F,10,Semester 1 Final,6,11,7,7,12,10,53,C,A,A,B,A,B
Hope High School,51X1MY3YL,10,Semester 1 Final,25,19,19,14,23,27,127,D,C,F,F,C,F
Hope High School,A0I3K12OH,10,Semester 1 Final,2,1,4,3,2,8,20,C,C,B,A,A,C
Hope High School,1SX86B0AH,10,Semester 1 Final,26,13,11,9,7,7,73,D,C,D,D,A,C
Hope High School,FO3N4R7Y0,10,Semester 1 Final,29,17,13,17,14,16,106,C,F,F,D,C,B
Hope High School,1RZK18FB4,10,Semester 1 Final,18,13,7,8,7,8,61,A,C,A,D,C,B
Hope High School,X35E25MRO,10,Semester 1 Final,15,10,10,13,14,15,77,A,C,B,B,C,B
Hope High School,97MJVF08B,10,Semester 1 Final,12,10,9,9,12,12,64,A,B,B,C,D,F
Hope High School,5AWHN49H3,10,Semester 1 Final,15,9,10,10,10,15,69,D,C,B,C,D,C
Hope High School,ZCD54WY65,10,Semester 1 Final,4,3,2,4,4,3,20,B,B,C,A,A,C
Hope High School,Q34F11RXI,10,Semester 1 Final,21,8,7,9,13,10,68,A,F,F,D,C,B
Hope High School,7U568XEVP,10,Semester 1 Final,8,7,6,6,6,6,39,A,A,A,A,A,A
Hope High School,9FBEB919B,10,Semester 1 Final,6,5,5,3,5,5,29,B,B,A,A,A,B
Hope High School,G84ZDI6Z0,10,Semester 1 Final,27,12,15,8,8,8,78,C,A,A,F,B,A
Hope High School,5F3Y1R7KP,10,Semester 1 Final,12,7,6,6,8,7,46,A,A,A,A,A,A
Hope High School,9QJRW5A52,10,Semester 1 Final,18,12,13,13,13,14,83,A,A,A,A,A,A
Hope High School,86KEXL1T8,10,Semester 1 Final,22,9,10,12,16,25,94,A,C,A,C,C,B
Hope High School,QU7F70VF6,10,Semester 1 Final,20,10,12,10,9,9,70,A,D,B,B,D,C
Hope High School,J33UR1J2Q,10,Semester 1 Final,4,4,4,6,3,5,26,B,A,C,A,C,D
Hope High School,T1BA59R2J,10,Semester 1 Final,2,3,1,1,1,2,10,A,A,A,A,A,A
Hope High School,O1XV26R6G,10,Semester 1 Final,16,6,5,6,7,8,48,B,D,A,B,D,C
Hope High School,L90ANPP88,10,Semester 1 Final,18,9,9,8,9,11,64,A,B,A,A,A,A
Hope High School,XR8Q0Y0M0,10,Semester 1 Final,23,11,16,10,9,12,81,D,A,A,C,A,B
Hope High School,1QSF74SN7,10,Semester 1 Final,27,25,71,59,62,61,305,F,F,F,D,C,B
Hope High School,0DNV68FL7,10,Semester 1 Final,22,9,7,25,5,11,79,C,A,B,D,C,F
Hope High School,US35W7J7B,10,Semester 1 Final,10,9,9,9,9,9,55,B,C,C,B,A,B
